"","X","Address","City","State","Zip_Code","Rent_Per_Month","Year","Days_on_Trulia","Type","Sqft","Phone_Number","Bedroom_min","Bedroom_max","Bathroom_min","Bathroom_max","Assault","Arrest","Theft","Vandalism","Burglary","Crime_Other","Elementary_School_Count","Elementary_School_Avg_Score","Middle_School_Count","Middle_School_Avg_Score","High_School_Count","High_School_Avg_Score","Latitude","Longitude","EPA_Region","Population","Input_area.sq..miles.","Particulate_Matter","Ozone","NATA._Diesel_PM","NATA._Air_Toxics_Cancer_Risk","NATA._Respiratory_Hazard_Index","Traffic_Proximity_and_Volume","Lead_Paint_Indicator","Superfund_Proximity","RMP_Proximity","Hazardous_Waste_Proximity","Wastewater_Discharge_Indicator","Demographic_Index.","Minority_Population.","Low_Income_Population.","Linguistically_Isolated_Population.","Population_with_Less_Than_High_School_Education.","Population_under_Age_5.","Population_over_Age_64.","URL","STATEFP10","COUNTYFP10","TRACTCE10","BLOCKCE10","GEOID10","NAME10","MTFCC10","UR10","UACE10","UATYPE","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","rent_max","rent_min"
"3697",3697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/4125-palmwood-dr-los-angeles-ca-90008--1008251376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3698",3698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/1006-s-orange-dr-108-los-angeles-ca-90019--2347136110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3699",3699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/2335-stanley-hills-dr-los-angeles-ca-90046--1056558682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3700",3700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/3723-wall-st-los-angeles-ca-90011--2077205574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3701",3701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/2041-n-commonwealth-avenue-2041-n-commonwealth-ave-los-angeles-ca-90027--1004186739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3702",3702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/413-n-coronado-st-los-angeles-ca-90026--2115549093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3703",3703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/8811-rising-glen-pl-los-angeles-ca-90069--2077486097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3704",3704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/1415-1-2-w-38th-st-los-angeles-ca-90062--2340303358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3705",3705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/address-not-disclosed-los-angeles-ca-90007--2115463501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3706",3706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/1500-s-beverly-drive-1500-s-beverly-dr-los-angeles-ca-90035--2115571854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3707",3707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/10663-kinnard-ave-201-los-angeles-ca-90024--2284045751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3708",3708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/ohio-ave-west-la-11511-ohio-ave-los-angeles-ca-90025--1003175904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3709",3709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/koreatown-1988-mediterranean-style-bldg-located-at-2930-francis-ave-los-angeles-ca-90005-2930-francis-ave-los-angeles-ca-90005--1049350473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3710",3710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/724-s-bixel-st-724-s-bixel-st-los-angeles-ca-90017--2334819269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3711",3711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/beautiful-studios-and-1-bedrooms-in-hollywood-3-weeks-free-1317-n-bronson-ave-los-angeles-ca-90028--1049346542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3712",3712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/3272-atwater-ave-3272-atwater-ave-los-angeles-ca-90039--2077351745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3713",3713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/3-bed-3-5-bath-1850-sqft-4-495-1823-n-van-ness-ave-los-angeles-ca-90028--2347187315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3714",3714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/1-bed-2-175-6712-w-olympic-blvd-los-angeles-ca-90048--1002357123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3715",3715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/3437-n-mission-rd-3437-n-mission-rd-los-angeles-ca-90031--2349030590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3716",3716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/grether-grether-lofts-730-s-los-angeles-st-los-angeles-ca-90014--2115491061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3717",3717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/8840-reading-ave-8840-reading-ave-los-angeles-ca-90045--2077397302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3718",3718,"1417 N Bronson Avenue","Los Angeles","CA","90028","$1,445 - $1,895",1928,"14","Apartment",NA,"(231) 250-1986","Studio","1",1,"1",202,NA,1036,NA,NA,NA,1,4,1,3,1,2,34.103448,-118.318008,9,57095,3.14,"12.2","40.3",2.17,63,3.3,4200,0.48,0.17,1.2,0.17,"0.0028",52,52,51,26,17,4,11,"https://www.trulia.com/c/ca/los-angeles/1417-n-bronson-ave-3-weeks-free-1417-n-bronson-ave-los-angeles-ca-90028--1049346553",6,37,190301,3003,60371903013003,"Block 3003","G5040","U",51445,"U","S",23232,0,34.1045534,-118.319835,1895,1445
"3719",3719,"10832 Charnock Road","Los Angeles","CA","90034","$1,995",NA,"24","Apartment",NA,"(424) 543-4181","1","1",1,"1",23,NA,291,NA,51,NA,1,5,1,7,1,6,34.020737,-118.413187,9,55338,3.14,"12","39.5",2.36,63,4.1,7600,0.31,0.056,0.2,0.13,"49",45,58,32,7,9,6,10,"https://www.trulia.com/c/ca/los-angeles/1-bed-1-995-10832-charnock-rd-los-angeles-ca-90034--2077327088",6,37,271802,2003,60372718022003,"Block 2003","G5040","U",51445,"U","S",60120,0,34.0188198,-118.4118478,NA,1995
"3720",3720,"1167 Bellevue Avenue","Los Angeles","CA","90012","$2,400",NA,"29","Apartment",NA,"(510) 207-6287","1","1",1,"1",32,2,220,NA,NA,NA,1,4,0,0,1,5,34.066219,-118.251322,9,53464,3.14,"12.4","38.6",2.66,70,3.9,6700,0.45,0.19,1.9,0.28,"0.5",73,86,60,31,35,5,12,"https://www.trulia.com/c/ca/los-angeles/1167-bellevue-ave-1167-bellevue-ave-los-angeles-ca-90012--1049345827",6,37,197600,1006,60371976001006,"Block 1006","G5040","U",51445,"U","S",30821,0,34.0662101,-118.2503763,NA,2400
"3721",3721,"1426 North Hoover Street","Los Angeles","CA","90027","",NA,"18","Apartment","650","(213) 454-6422","1","1",1,"1",6,NA,169,NA,45,NA,1,6,1,7,1,7,34.097588,-118.284022,9,53558,3.14,"12.3","39.8",1.74,59,2.9,1700,0.61,0.3,1.2,0.3,"0.49",48,55,41,17,18,5,13,"https://www.trulia.com/c/ca/los-angeles/modern-and-sophisticated-top-level-home-with-360-views-and-garage-in-prime-los-feliz-1426-n-hoover-st-los-angeles-ca-90027--1055214343",6,37,195300,2003,60371953002003,"Block 2003","G5040","U",51445,"U","S",24757,0,34.0969884,-118.2835399,NA,NA
"3722",3722,"3805 Montclair Street","Los Angeles","CA","90018","$1,695",NA,"8","Apartment","600","(310) 438-5885","1","1",1,"1",86,NA,292,NA,NA,NA,0,0,0,0,0,0,34.029649,-118.326411,9,48073,3.14,"12.4","38.6",1.68,56,3.1,3600,0.73,0.089,0.24,0.12,"17",75,95,55,14,29,7,12,"https://www.trulia.com/c/ca/los-angeles/3805-montclair-st-3805-montclair-st-los-angeles-ca-90018--2077229260",6,37,218900,3001,60372189003001,"Block 3001","G5040","U",51445,"U","S",65288,0,34.0307065,-118.3265162,NA,1695
"3723",3723,"2046 South Sherbourne Drive","Los Angeles","CA","90034","",NA,"10","Apartment","1200","(213) 840-7970","3","3",2,"2",201,NA,1163,NA,254,NA,1,4,1,3,1,6,34.040042,-118.38287,9,34722,3.14,"12.2","39.5",1.96,62,3.7,4500,0.66,0.07,0.17,0.11,"130",44,56,31,7,14,5,13,"https://www.trulia.com/c/ca/los-angeles/2046-s-sherbourne-dr-4-los-angeles-ca-90034-2046-s-sherbourne-dr-los-angeles-ca-90034--2115567854",6,37,269601,1002,60372696011002,"Block 1002","G5040","U",51445,"U","S",20618,0,34.0404651,-118.3821441,NA,NA
"3724",3724,"702 South Saint Andrews Place","Los Angeles","CA","90005","$2,150",NA,"2","Multi-Family","800","(949) 842-4182","1","1",1,"1",182,NA,1159,NA,198,NA,1,4,1,7,1,4,34.059427,-118.31116,9,96555,3.14,"12.4","39",1.7,67,3.4,1400,0.49,0.13,0.2,0.14,"0.89",73,91,55,38,26,6,10,"https://www.trulia.com/c/ca/los-angeles/702-s-saint-andrews-pl-702-s-saint-andrews-pl-los-angeles-ca-90005--2124237466",6,37,212610,2001,60372126102001,"Block 2001","G5040","U",51445,"U","S",17123,0,34.0588552,-118.3106586,NA,2150
"3725",3725,"5918 Barton Avenue","Los Angeles","CA","90038","$2,195 - $2,395",NA,"12","Apartment","800","(805) 236-6713","1","1",1,"1",202,NA,1036,NA,NA,NA,1,2,1,3,1,6,34.087975,-118.322933,9,53481,3.14,"12.2","39.9",1.98,62,3.2,3600,0.48,0.15,0.69,0.15,"0",61,68,53,28,25,6,9,"https://www.trulia.com/c/ca/los-angeles/barton-apartments-5918-barton-ave-los-angeles-ca-90038--1025646957",6,37,191810,1003,60371918101003,"Block 1003","G5040","U",51445,"U","S",20152,0,34.0875733,-118.3233475,2395,2195
"3726",3726,"8465 South Olive Street","Los Angeles","CA","90003","$2,100",NA,"6","Apartment",NA,"(714) 580-7104","2","2",2,"2",206,3,543,NA,NA,NA,0,0,1,3,0,0,33.961895,-118.279344,9,63561,3.14,"12.6","37.2",2.09,55,3.9,5600,0.61,0.11,0.47,0.21,"0.035",87,99,74,18,47,10,6,"https://www.trulia.com/c/ca/los-angeles/8465-s-olive-st-8465-s-olive-st-los-angeles-ca-90003--2115444110",6,37,239702,4001,60372397024001,"Block 4001","G5040","U",51445,"U","S",21596,0,33.9621899,-118.2799532,NA,2100
"3727",3727,"13031 Villosa Place #137","Los Angeles","CA","90094","$5,900",2006,"8","Multi-Family","2,290","Phone not provided","3","3",2,"2",30,1,317,NA,NA,NA,1,6,1,5,1,5,33.973703,-118.425095,9,22029,3.14,"11.8","39.1",1.53,55,5.9,1700,0.24,0.055,0.27,0.21,"100",34,49,19,5,3,6,12,"https://www.trulia.com/c/ca/los-angeles/13031-villosa-pl-137-los-angeles-ca-90094--2077493266",6,37,275602,1021,60372756021021,"Block 1021","G5040","U",51445,"U","S",54417,0,33.9738413,-118.4245558,NA,5900
"3728",3728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.038892,-118.459058,9,50118,3.14,"11.6","40.4",1.86,63,3.6,3600,0.24,0.052,1.3,0.083,"0",37,46,29,8,7,5,11,"https://www.trulia.com/c/ca/los-angeles/1640-brockton-ave-1640-brockton-ave-los-angeles-ca-90025--1013568278",6,37,267501,3002,60372675013002,"Block 3002","G5040","U",51445,"U","S",17599,0,34.0394364,-118.4588113,NA,NA
"3729",3729,"5118 De Longpre Avenue","Los Angeles","CA","90027","",NA,"863","Apartment","550-950","(323) 661-1424","0","0",1,"1",202,NA,1036,NA,NA,NA,1,3,1,3,0,0,34.09661,-118.301202,9,79815,3.14,"12.3","39.9",2.29,63,3.3,4400,0.52,0.21,1,0.21,"0.072",61,65,56,33,26,5,12,"https://www.trulia.com/c/ca/los-angeles/5118-de-longpre-5118-de-longpre-ave-los-angeles-ca-90027--1049348919",6,37,191110,1004,60371911101004,"Block 1004","G5040","U",51445,"U","S",40230,0,34.095919,-118.3018327,NA,NA
"3730",3730,"3737 South Bentley Avenue","Los Angeles","CA","90034","$2,600 - $4,500",NA,"9","Apartment","725-1,462","(818) 957-5695","1","1",1,"1",23,NA,291,NA,51,NA,1,5,1,7,1,6,34.01493,-118.41684,9,52880,3.14,"12","39.5",2.29,62,4.1,7000,0.37,0.055,0.2,0.13,"48",45,58,32,8,10,6,10,"https://www.trulia.com/c/ca/los-angeles/3737-s-bentley-avenue-3737-s-bentley-ave-los-angeles-ca-90034--2115569328",6,37,271801,2004,60372718012004,"Block 2004","G5040","U",51445,"U","S",80509,0,34.0153306,-118.4180831,4500,2600
"3731",3731,"4042 1/4 Denker Avenue","Los Angeles","CA","90062","$1,450",NA,"7","Apartment","940","(424) 888-6445","2","2",1,"1",93,NA,248,NA,NA,NA,1,4,0,0,1,4,34.009829,-118.304484,9,60169,3.14,"12.6","38",1.34,52,2.9,1200,0.76,0.084,0.6,0.16,"0",82,98,66,20,42,8,9,"https://www.trulia.com/c/ca/los-angeles/2-bed-940-sqft-1-450-4042-1-4-denker-ave-los-angeles-ca-90062--1044448699",6,37,231600,4004,60372316004004,"Block 4004","G5040","U",51445,"U","S",27209,0,34.009638,-118.3039914,NA,1450
"3732",3732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.087628,-118.285682,9,66975,3.14,"12.3","39.5",2.23,62,3.2,4700,0.62,0.24,0.88,0.26,"0.16",63,73,52,23,25,5,11,"https://www.trulia.com/c/ca/los-angeles/4230-burns-ave-4230-burns-ave-los-angeles-ca-90029--1058049577",6,37,191410,2005,60371914102005,"Block 2005","G5040","U",51445,"U","S",24968,0,34.0871599,-118.2856834,NA,NA
"3733",3733,"1503 South Hayworth Avenue","Los Angeles","CA","90035","$2,795",NA,"5","Apartment","1300","(888) 608-0848","2","2",1,"1",201,NA,1163,NA,254,NA,1,4,1,2,1,6,34.049763,-118.368118,9,44993,3.14,"12.2","39.5",1.62,62,3.5,2800,0.69,0.079,0.15,0.098,"160",46,59,33,8,11,6,12,"https://www.trulia.com/c/ca/los-angeles/2-bed-1300-sqft-2-850-1503-s-hayworth-ave-los-angeles-ca-90035--1055356344",6,37,216700,1007,60372167001007,"Block 1007","G5040","U",51445,"U","S",25577,0,34.0489248,-118.368841,NA,2795
"3734",3734,"1446 South Canfield Avenue","Los Angeles","CA","90035","$1,850",NA,"9","Apartment",NA,"(323) 658-9494","1","1",1,"1",NA,NA,24,NA,13,NA,1,9,1,2,1,6,34.053803,-118.389407,9,43925,3.14,"12.2","39.8",1.49,61,3.5,2100,0.62,0.072,0.15,0.093,"33",27,30,24,9,7,6,14,"https://www.trulia.com/c/ca/los-angeles/1446-s-canfield-ave-1446-s-canfield-ave-los-angeles-ca-90035--2115571592",6,37,217001,3003,60372170013003,"Block 3003","G5040","U",51445,"U","S",18852,0,34.0533556,-118.3889482,NA,1850
"3735",3735,"3339 Primera Avenue","Los Angeles","CA","90068","$2,195",NA,"15","Apartment","800","(276) 920-7994","1","1",1,"1",86,NA,598,NA,87,NA,1,8,1,3,1,7,34.131385,-118.343761,9,6227,3.14,"11.9","41.5",1.49,50,2.3,4500,0.43,0.16,1.5,0.11,"1.6",22,26,18,7,2,5,11,"https://www.trulia.com/c/ca/los-angeles/3341-primera-ave-3339-primera-ave-los-angeles-ca-90068--1001695343",6,37,189701,1008,60371897011008,"Block 1008","G5040","U",51445,"U","S",34985,0,34.1304945,-118.345013,NA,2195
"3736",3736,"11649 Mayfield Avenue","Los Angeles","CA","90049","$2,190",NA,"20","Apartment",NA,"(424) 222-7733","Studio","1",1,"1",36,1,550,NA,NA,NA,1,2,1,8,1,6,34.052366,-118.46274,9,42321,3.14,"11.6","40.5",1.64,61,3.4,2500,0.2,0.053,1.4,0.078,"0",33,37,28,6,6,5,13,"https://www.trulia.com/c/ca/los-angeles/modern-and-new-furnished-suites-11649-mayfield-ave-los-angeles-ca-90049--1001883490",6,37,264301,2000,60372643012000,"Block 2000","G5040","U",51445,"U","S",29994,0,34.05294,-118.4629376,NA,2190
"3737",3737,"3025 Perlita Avenue","Los Angeles","CA","90039","$1,800",NA,"15","Apartment","600","(818) 448-2061","2","2",1,"1",13,NA,120,NA,17,NA,1,5,1,6,1,6,34.11094,-118.248921,9,29368,3.14,"12","40.1",2.07,56,2.9,3800,0.63,1.2,1.5,0.93,"3.6",61,77,45,18,26,5,11,"https://www.trulia.com/c/ca/los-angeles/two-bedroom-apt-in-atwater-glassell-park-area-small-pet-welcome-3025-perlita-ave-los-angeles-ca-90039--1002916628",6,37,187102,2014,60371871022014,"Block 2014","G5040","U",51445,"U","S",13918,0,34.1115557,-118.2489183,NA,1800
"3738",3738,"1837 South Redondo Boulevard","Los Angeles","CA","90019","$1,995 - $2,795",1950,"3","Apartment","700-850","(323) 804-0168","1","1",1,"1",201,NA,1163,NA,254,NA,1,2,1,5,1,6,34.04269,-118.352218,9,50219,3.14,"12.3","39.1",1.77,59,3.4,4700,0.74,0.084,0.17,0.1,"170",66,87,45,10,25,7,10,"https://www.trulia.com/c/ca/los-angeles/the-redondo-life-1837-s-redondo-blvd-los-angeles-ca-90019--2115520619",6,37,218300,3008,60372183003008,"Block 3008","G5040","U",51445,"U","S",34376,0,34.0426707,-118.3527445,2795,1995
"3739",3739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.05126,-118.350342,9,50083,3.14,"12.3","39.3",1.61,62,3.5,3000,0.71,0.09,0.16,0.099,"130",55,73,38,10,17,6,11,"https://www.trulia.com/c/ca/los-angeles/1279-s-cloverdale-ave-1279-s-cloverdale-ave-los-angeles-ca-90019--2115516941",6,37,217100,1002,60372171001002,"Block 1002","G5040","U",51445,"U","S",19444,0,34.0515573,-118.3507798,NA,NA
"3740",3740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.072381,-118.379223,9,41667,3.14,"12.1","40.1",1.55,67,3.8,3300,0.5,0.08,0.15,0.084,"8.1",24,25,22,9,5,5,16,"https://www.trulia.com/c/ca/los-angeles/burton-west-8585-burton-way-los-angeles-ca-90048--1020759028",6,37,214902,1021,60372149021021,"Block 1021","G5040","U",51445,"U","S",13226,0,34.0729613,-118.3790015,NA,NA
"3741",3741,"11757 Kiowa Avenue","Los Angeles","CA","90049","",NA,"22","Apartment",NA,"(818) 579-3822","2","2",2,"2",36,1,550,NA,NA,NA,1,2,1,8,1,6,34.049955,-118.463972,9,46348,3.14,"11.6","40.5",1.65,61,3.4,2300,0.21,0.053,1.4,0.079,"0",33,38,27,7,6,5,13,"https://www.trulia.com/c/ca/los-angeles/prime-brentwood-2-bedroom-and-2-bath-with-private-baclony-2795-00-11757-kiowa-ave-los-angeles-ca-90049--1001769393",6,37,264301,2002,60372643012002,"Block 2002","G5040","U",51445,"U","S",22987,0,34.0507675,-118.4637745,NA,NA
"3742",3742,"1737 Stoner Avenue","Los Angeles","CA","90025","$2,195",NA,"30","Apartment","650-700","(310) 207-5201","1","1",1,"1",36,1,550,NA,NA,NA,1,2,1,2,1,6,34.039876,-118.454216,9,49972,3.14,"11.7","40.3",1.93,64,3.7,4500,0.21,0.053,1.2,0.084,"0",38,46,29,8,8,5,11,"https://www.trulia.com/c/ca/los-angeles/stoner-avenue-apartments-1737-stoner-ave-los-angeles-ca-90025--1012242096",6,37,267501,2007,60372675012007,"Block 2007","G5040","U",51445,"U","S",21104,0,34.0398329,-118.4548267,NA,2195
