"Address","City","State","Zip_Code","Rent_Per_Month","Year","Days_on_Trulia","Type","Sqft","Phone_Number","Bedroom_min","Bedroom_max","Bathroom_min","Bathroom_max","Assault","Arrest","Theft","Vandalism","Burglary","Crime_Other","Elementary_School_Count","Elementary_School_Avg_Score","Middle_School_Count","Middle_School_Avg_Score","High_School_Count","High_School_Avg_Score","Driving","Transit","Walking","Cycling","Restaurant","Groceries","Nightlife","Cafe","Shopping","Entertainment","Beauty","Active_life","Latitude","Longitude","EPA_Region","Population","Input_area.sq..miles.","Particulate_Matter","Ozone","NATA._Diesel_PM","NATA._Air_Toxics_Cancer_Risk","NATA._Respiratory_Hazard_Index","Traffic_Proximity_and_Volume","Lead_Paint_Indicator","Superfund_Proximity","RMP_Proximity","Hazardous_Waste_Proximity","Wastewater_Discharge_Indicator","Demographic_Index.","Minority_Population.","Low_Income_Population.","Linguistically_Isolated_Population.","Population_with_Less_Than_High_School_Education.","Population_under_Age_5.","Population_over_Age_64.","URL","rent_max","rent_min","Sqft_max","Sqft_min","STATEFP10","COUNTYFP10","TRACTCE10","BLOCKCE10","GEOID10","NAME10","MTFCC10","UR10","UACE10","UATYPE","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10"
"4026 West Boulevard #4050","Los Angeles","CA","90008","$1,495 - $1,795",NA,"34","Apartment",NA,"(213) 389-9277","1","1",1,1,68,NA,332,NA,NA,NA,0,0,0,0,1,2,90,8,0,0,76,9,11,14,158,16,90,19,34.01187,-118.345513,9,32125,3.14,12.4,38.5,1.3,55,3.8,690,0.68,0.072,0.57,0.15,17,71,97,46,9,17,7,16,"https://www.trulia.com/c/ca/los-angeles/4026-4050-west-boulevard-4026-west-blvd-4050-los-angeles-ca-90008--2352792238",1795,1495,NA,NA,6,37,236100,3002,60372361003002,"Block 3002","G5040","U",51445,"U","S",31603,0,34.0115607,-118.3450734
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.033496,-118.282382,9,59383,3.14,12.5,38.2,2.39,64,3.7,7600,0.57,0.11,0.96,0.2,0.00051,81,86,75,32,44,5,7,"https://www.trulia.com/c/ca/los-angeles/1008-w-24th-street-1008-w-24th-st-los-angeles-ca-90007--2115462297",NA,NA,NA,NA,6,37,224410,2011,60372244102011,"Block 2011","G5040","U",51445,"U","S",17995,0,34.0334114,-118.2831649
"715 South Saint Andrews Place","Los Angeles","CA","90005","$1,225 - $1,425",NA,"37","Apartment","400-600","(213) 434-6352","Studio","1",1,1,166,NA,1133,NA,187,NA,1,4,1,7,1,4,67,26,0,5,609,50,108,120,560,59,442,89,34.059087,-118.311224,9,93694,3.14,12.4,39,1.7,67,3.4,1400,0.49,0.13,0.2,0.14,0.94,73,91,55,38,26,6,10,"https://www.trulia.com/c/ca/los-angeles/715-s-st-andrews-place-715-s-saint-andrews-pl-los-angeles-ca-90005--1008058120",1425,1225,600,400,6,37,212610,2002,60372126102002,"Block 2002","G5040","U",51445,"U","S",17145,0,34.058856,-118.311682
"5026 Rosewood Avenue","Los Angeles","CA","90004","$2,950 - $3,400",NA,"37","Apartment","1,170-1,625","(310) 481-0008","2","2",2,2,22,NA,264,NA,118,NA,1,6,0,0,1,6,77,19,0,1,306,44,49,51,410,79,241,64,34.079354,-118.314522,9,70062,3.14,12.3,39.6,1.91,62,3.1,3400,0.52,0.16,0.5,0.16,0,68,81,54,31,28,6,10,"https://www.trulia.com/c/ca/los-angeles/5026-rosewood-avenue-5026-rosewood-ave-los-angeles-ca-90004--2077189679",3400,2950,1625,1170,6,37,192410,1005,60371924101005,"Block 1005","G5040","U",51445,"U","S",20468,0,34.0789406,-118.3146119
"853 North Alta Vista Boulevard","Los Angeles","CA","90046","$1,495",NA,"37","Apartment",NA,"(310) 220-4541",NA,NA,1,1,19,NA,227,NA,48,NA,1,4,1,4,1,6,88,6,0,4,293,29,123,79,941,223,394,224,34.086777,-118.347494,9,48954,3.14,12.2,40.3,1.8,63,3.4,2500,0.55,0.11,0.51,0.11,0.18,31,29,33,13,7,3,13,"https://www.trulia.com/c/ca/los-angeles/853-n-alta-vista-boulevard-853-n-alta-vista-blvd-los-angeles-ca-90046--1006069171",NA,1495,NA,NA,6,37,192001,2008,60371920012008,"Block 2008","G5040","U",51445,"U","S",22613,0,34.0861962,-118.348049
"676 South Rampart Boulevard","Los Angeles","CA","90057","$1,225",NA,"41","Apartment","400","Phone not provided",NA,NA,1,1,224,NA,889,NA,NA,NA,0,0,0,0,1,5,44,50,0,2,570,63,93,106,520,65,330,71,34.059884,-118.282915,9,136345,3.14,12.5,38.8,1.95,70,3.6,1900,0.51,0.16,0.8,0.18,0,82,95,69,46,42,7,9,"https://www.trulia.com/c/ca/los-angeles/676-s-rampart-blvd-676-s-rampart-blvd-los-angeles-ca-90057--1004327060",NA,1225,NA,400,6,37,208720,2002,60372087202002,"Block 2002","G5040","U",51445,"U","S",18144,0,34.0599486,-118.2823634
"1237 West 37th Drive","Los Angeles","CA","90007","",NA,"40","Apartment",NA,"(818) 856-9539","1","1",1,1,72,NA,453,NA,NA,NA,1,5,1,5,1,5,55,18,4,7,191,28,19,25,101,32,61,29,34.019104,-118.295639,9,63970,3.14,12.6,38.1,1.62,55,3.1,2800,0.6,0.092,0.63,0.17,0,81,90,72,24,43,6,7,"https://www.trulia.com/c/ca/los-angeles/1-bed-1237-w-37th-dr-los-angeles-ca-90007--1054812277",NA,NA,NA,NA,6,37,222600,2005,60372226002005,"Block 2005","G5040","U",51445,"U","S",31417,0,34.0194978,-118.2960627
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.303181,-79.376453,3,8187,3.14,9.64,38.7,0.536,41,1.4,24,0.62,0.022,1.6,0.034,0.00031,21,4,37,0,8,5,21,"https://www.trulia.com/c/ca/los-angeles/1421-s-westmoreland-avenue-1421-s-westmoreland-ave-los-angeles-ca-90006--1049361176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1336 South Centinela Avenue","Los Angeles","CA","90025","$2,595 - $2,795",NA,"37","Apartment",NA,"(310) 400-6148","2","2",1,1,35,2,572,NA,NA,NA,1,2,1,5,1,6,86,7,2,2,222,17,40,54,339,65,260,240,34.039167,-118.468344,9,47716,3.14,11.6,40.5,1.71,61,3.3,2200,0.26,0.051,1.4,0.08,0,33,40,26,8,7,6,12,"https://www.trulia.com/c/ca/los-angeles/1336-s-centinela-avenue-1336-s-centinela-ave-los-angeles-ca-90025--2115543248",2795,2595,NA,NA,6,37,267402,2008,60372674022008,"Block 2008","G5040","U",51445,"U","S",16845,0,34.0398915,-118.4683189
"151 North Hoover Street","Los Angeles","CA","90004","$1,695 - $2,149",NA,"41","Apartment","650","(424) 285-9871","1","1",1,1,224,NA,889,NA,NA,NA,1,8,1,5,1,5,77,19,0,1,369,50,81,87,354,63,260,73,34.074337,-118.284259,9,103949,3.14,12.4,39.1,2.06,67,3.4,3800,0.52,0.19,0.71,0.21,0.0074,73,89,57,30,30,6,8,"https://www.trulia.com/c/ca/los-angeles/151-n-hoover-street-151-n-hoover-st-los-angeles-ca-90004--2115446511",2149,1695,NA,650,6,37,211121,1007,60372111211007,"Block 1007","G5040","U",51445,"U","S",27115,0,34.0741831,-118.2848239
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.06886,-118.281284,9,114222,3.14,12.4,38.9,2.05,69,3.6,3200,0.52,0.18,0.81,0.19,0.00069,77,92,62,38,36,6,9,"https://www.trulia.com/c/ca/los-angeles/216-s-occidental-boulevard-216-s-occidental-blvd-los-angeles-ca-90057--1004320386",NA,NA,NA,NA,6,37,208620,2001,60372086202001,"Block 2001","G5040","U",51445,"U","S",60741,0,34.0689754,-118.2803199
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.976124,-118.400929,9,17717,3.14,12,38.8,1.57,56,6.2,2300,0.62,0.059,0.54,0.35,61,28,41,15,4,4,6,18,"https://www.trulia.com/c/ca/los-angeles/7330-mccool-ave-los-angeles-ca-90045--1011117736",NA,NA,NA,NA,6,37,277000,3012,60372770003012,"Block 3012","G5040","U",51445,"U","S",40352,0,33.9760826,-118.4004656
"1168 West 28th Street","Los Angeles","CA","90007","$3,250",NA,"70","Multi-Family",NA,"(213) 748-8331","3","3",1,1,63,NA,296,NA,NA,NA,1,4,1,5,0,0,55,18,4,7,229,27,29,39,226,44,62,36,34.029326,-118.285794,9,55652,3.14,12.6,38.2,2.26,61,3.6,7300,0.55,0.11,0.84,0.19,0,80,84,73,28,41,4,7,"https://www.trulia.com/c/ca/los-angeles/1168-w-28th-st-los-angeles-ca-90007--1054638488",NA,3250,NA,NA,6,37,221820,2002,60372218202002,"Block 2002","G5040","U",51445,"U","S",34278,0,34.0288664,-118.2856913
"816 South Bundy Drive","Los Angeles","CA","90049","$3,198 - $3,498",NA,"67","Apartment","1200","(310) 909-6486","2","2",2,2,35,2,572,NA,NA,NA,1,2,1,8,1,6,94,2,0,3,172,14,27,41,264,37,241,182,34.050361,-118.472086,9,37753,3.14,11.6,40.6,1.54,59,3.2,1800,0.24,0.052,1.5,0.076,0,26,30,21,5,4,5,15,"https://www.trulia.com/c/ca/los-angeles/816-s-bundy-drive-816-s-bundy-dr-los-angeles-ca-90049--1001935414",3498,3198,NA,1200,6,37,264302,1001,60372643021001,"Block 1001","G5040","U",51445,"U","S",40290,0,34.0510601,-118.4708065
"1915 West King Boulevard","Los Angeles","CA","90062","$1,412",NA,"55","Multi-Family",NA,"(323) 306-4648","1","1",NA,NA,99,NA,253,NA,NA,NA,1,3,0,0,1,3,82,18,0,0,77,11,1,6,94,4,47,6,34.010859,-118.313774,9,51069,3.14,12.5,38.1,1.29,52,3,1100,0.8,0.082,0.57,0.14,0,78,99,58,14,35,7,12,"https://www.trulia.com/c/ca/los-angeles/1915-w-king-blvd-los-angeles-ca-90062--2349304315",NA,1412,NA,NA,6,37,231400,2006,60372314002006,"Block 2006","G5040","U",51445,"U","S",20018,0,34.0113512,-118.3141998
"346 South Wilton Place","Los Angeles","CA","90020","$2,750",NA,"19","Apartment",NA,"(213) 819-8924","3","3",2,2,22,NA,268,NA,119,NA,1,7,1,7,1,6,76,17,0,5,551,40,94,114,574,58,385,95,34.067546,-118.31406,9,80359,3.14,12.4,39.2,1.67,66,3.3,1400,0.49,0.14,0.22,0.15,0.21,68,86,50,33,21,6,10,"https://www.trulia.com/c/ca/los-angeles/346-s-wilton-pl-346-s-wilton-pl-los-angeles-ca-90020--1015033190",NA,2750,NA,NA,6,37,211703,2001,60372117032001,"Block 2001","G5040","U",51445,"U","S",23181,0,34.0680487,-118.3134504
"1533 North Martel Avenue","Los Angeles","CA","90046","$2,195",NA,"17","Apartment",NA,"(323) 527-4196","1","1",1,1,180,1,983,NA,NA,NA,1,8,1,3,1,7,88,6,0,4,303,28,172,67,687,178,449,204,34.098993,-118.350085,9,50316,3.14,12.1,40.5,1.99,64,3.5,2700,0.47,0.11,0.7,0.11,0.005,34,31,37,14,6,2,13,"https://www.trulia.com/c/ca/los-angeles/deccan-villas-1533-n-martel-ave-los-angeles-ca-90046--1002044061",NA,2195,NA,NA,6,37,189905,2004,60371899052004,"Block 2004","G5040","U",51445,"U","S",17805,0,34.0989118,-118.3505117
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.089318,-118.300451,9,91430,3.14,12.3,39.7,2.22,62,3.2,4700,0.51,0.2,0.84,0.21,0.016,70,78,61,35,32,6,10,"https://www.trulia.com/c/ca/los-angeles/1032-n-normandie-ave-1032-n-normandie-ave-los-angeles-ca-90029--2115556663",NA,NA,NA,NA,6,37,191500,2003,60371915002003,"Block 2003","G5040","U",51445,"U","S",61787,0,34.0896749,-118.2991697
"905 South Ardmore Avenue","Los Angeles","CA","90006","$2,225",NA,"11","Apartment",NA,"(310) 906-0657","1","1",1,1,166,NA,1133,NA,187,NA,1,4,0,0,1,5,57,37,0,5,763,62,127,150,689,70,520,98,34.055585,-118.302024,9,115728,3.14,12.4,38.9,1.8,69,3.5,1600,0.49,0.13,0.26,0.15,0,78,94,62,43,32,6,9,"https://www.trulia.com/c/ca/los-angeles/905-south-ardmore-avenue-905-s-ardmore-ave-los-angeles-ca-90006--2115461315",NA,2225,NA,NA,6,37,212420,2002,60372124202002,"Block 2002","G5040","U",51445,"U","S",15778,0,34.0551789,-118.3025192
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.981931,-118.289493,9,58637,3.14,12.6,37.5,1.86,54,3.4,5800,0.74,0.094,0.89,0.22,0,84,99,68,19,46,8,8,"https://www.trulia.com/c/ca/los-angeles/911-w-gage-ave-911-w-gage-ave-los-angeles-ca-90044--1030005646",NA,NA,NA,NA,6,37,237101,5001,60372371015001,"Block 5001","G5040","U",51445,"U","S",18927,0,33.9823735,-118.2902817
"1460 North Mansfield Avenue","Los Angeles","CA","90028","$2,250",NA,"11","Apartment","966","(310) 654-7681","2","2",1,1,180,1,983,NA,NA,NA,1,2,1,3,1,7,66,16,0,8,418,25,261,86,659,288,349,195,34.097202,-118.340481,9,50634,3.14,12.1,40.4,2.05,64,3.5,3100,0.44,0.12,0.78,0.12,0.0025,39,37,41,17,10,2,12,"https://www.trulia.com/c/ca/los-angeles/1460-mansfield-llc-1460-n-mansfield-avenue-1460-n-mansfield-ave-los-angeles-ca-90028--1001622210",NA,2250,NA,966,6,37,190100,1001,60371901001001,"Block 1001","G5040","U",51445,"U","S",19935,0,34.0970617,-118.3410154
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.015378,-118.269841,9,65765,3.14,12.7,37.7,2.04,59,3.5,4100,0.64,0.11,3.9,0.87,0.046,86,94,77,27,60,8,5,"https://www.trulia.com/c/ca/los-angeles/2-bed-1-600-315-e-36th-st-los-angeles-ca-90011--2346540813",NA,NA,NA,NA,6,37,228410,2001,60372284102001,"Block 2001","G5040","U",51445,"U","S",21533,0,34.0155059,-118.2690877
"12556 West Washington Boulevard","Los Angeles","CA","90066","$2,299 - $2,499",NA,"17","Apartment","850-1,000","(310) 570-0093","2","2",1,1,NA,NA,20,NA,1,NA,1,7,1,8,1,8,89,7,0,1,146,16,25,24,207,31,214,111,33.996757,-118.431419,9,43530,3.14,11.8,39.5,1.8,58,4.5,2200,0.41,0.05,0.18,0.15,46,45,57,33,8,14,6,13,"https://www.trulia.com/c/ca/los-angeles/12556-washington-boulevard-12556-w-washington-blvd-los-angeles-ca-90066--2115687020",2499,2299,1000,850,6,37,702803,2017,60377028032017,"Block 2017","G5040","U",51445,"U","S",28258,0,33.9954681,-118.4315028
"727 North Soto Street #202-12","Los Angeles","CA","90033","$975",NA,"10","Apartment",NA,"(818) 821-6800",NA,NA,1,1,110,NA,639,NA,94,NA,0,0,1,6,2,4,73,17,0,7,161,36,13,20,97,10,42,23,34.051014,-118.205169,9,54094,3.14,12.4,38.1,2.68,64,3.7,3600,0.67,0.13,5.7,1.1,0.83,83,98,69,28,55,8,9,"https://www.trulia.com/c/ca/los-angeles/studio-975-727-n-soto-st-202-12-los-angeles-ca-90033--2352796966",NA,975,NA,NA,6,37,203600,2008,60372036002008,"Block 2008","G5040","U",51445,"U","S",30740,0,34.0518831,-118.205357
"326 South Westlake Avenue","Los Angeles","CA","90057","$1,495",NA,"11","Apartment",NA,"(310) 405-4669","1","1",1,1,224,NA,889,NA,NA,NA,1,5,0,0,1,5,44,50,0,2,358,49,70,71,319,74,169,82,34.061673,-118.271934,9,115689,3.14,12.5,38.7,2.16,71,3.7,3600,0.48,0.17,1.2,0.2,0.029,82,94,70,41,44,6,9,"https://www.trulia.com/c/ca/los-angeles/beautiful-newly-renovated-unit-326-s-westlake-ave-los-angeles-ca-90057--2115655815",NA,1495,NA,NA,6,37,208903,2000,60372089032000,"Block 2000","G5040","U",51445,"U","S",27150,0,34.0618496,-118.2725965
"2017 West Martin Luther King Jr Boulevard","Los Angeles","CA","90062","$2,200",NA,"13","Apartment",NA,"(323) 708-7082","2","2",2,2,59,NA,184,NA,55,NA,1,4,0,0,1,3,82,18,0,0,80,12,3,8,77,9,83,9,34.010829,-118.315853,9,47619,3.14,12.5,38.2,1.28,52,3,1100,0.8,0.081,0.57,0.14,0,77,98,56,13,33,7,13,"https://www.trulia.com/c/ca/los-angeles/2017-w-martin-luther-king-jr-blvd-2017-w-martin-luther-king-jr-blvd-los-angeles-ca-90062--2115672482",NA,2200,NA,NA,6,37,231500,3002,60372315003002,"Block 3002","G5040","U",51445,"U","S",31363,0,34.0103712,-118.3154618
"5216 1/4 Fountain Avenue","Los Angeles","CA","90029","$1,750",NA,"11","Apartment",NA,"(818) 766-7727","1","1",1,1,180,1,983,NA,NA,NA,1,5,1,3,0,0,64,29,0,6,334,60,67,50,437,81,217,58,34.095054,-118.303072,9,84864,3.14,12.3,39.9,2.29,63,3.3,4500,0.51,0.2,1,0.2,0.038,63,68,58,33,27,6,11,"https://www.trulia.com/c/ca/los-angeles/1-bed-1-795-5216-1-4-fountain-ave-los-angeles-ca-90029--2284338380",NA,1750,NA,NA,6,37,191120,1002,60371911201002,"Block 1002","G5040","U",51445,"U","S",39991,0,34.0942035,-118.3035515
"412 South Cochran Avenue","Los Angeles","CA","90036","$1,395",NA,"10","Apartment",NA,"(323) 243-0237",NA,NA,1,1,7,NA,93,NA,21,NA,1,7,1,7,1,6,88,3,0,3,192,17,38,73,492,111,221,113,34.066377,-118.347211,9,41692,3.14,12.3,39.7,1.51,64,3.6,2100,0.68,0.098,0.17,0.1,33,32,40,25,9,3,6,11,"https://www.trulia.com/c/ca/los-angeles/studio-1-425-412-s-cochran-ave-los-angeles-ca-90036--1049348157",NA,1395,NA,NA,6,37,215102,2003,60372151022003,"Block 2003","G5040","U",51445,"U","S",21430,0,34.0658895,-118.3466915
"135 1/4 North Catalina Street","Los Angeles","CA","90004","",NA,"14","Apartment",NA,"(310) 650-8151","1","1",1,1,166,NA,1133,NA,187,NA,1,4,1,5,1,5,77,19,0,1,566,56,109,124,521,56,379,89,34.073366,-118.295485,9,109135,3.14,12.4,39.2,1.94,67,3.4,3000,0.46,0.17,0.44,0.18,5.2e-05,74,91,57,34,28,6,8,"https://www.trulia.com/c/ca/los-angeles/135-1-4-n-catalina-street-los-angeles-ca-90004-135-1-4-n-catalina-st-los-angeles-ca-90004--2351833970",NA,NA,NA,NA,6,37,211202,1003,60372112021003,"Block 1003","G5040","U",51445,"U","S",40994,0,34.0745151,-118.2959903
"4822 Rosewood Avenue","Los Angeles","CA","90004","$1,950",NA,"12","Apartment",NA,"(323) 842-3336","2","2",1,1,168,NA,1146,NA,189,NA,1,6,0,0,1,6,77,19,0,1,339,52,56,58,451,66,268,65,34.079267,-118.310031,9,86996,3.14,12.3,39.5,2,63,3.2,3700,0.52,0.16,0.5,0.17,0,71,85,57,33,29,6,9,"https://www.trulia.com/c/ca/los-angeles/4822-rosewood-ave-4822-rosewood-ave-los-angeles-ca-90004--2077189392",NA,1950,NA,NA,6,37,192420,2003,60371924202003,"Block 2003","G5040","U",51445,"U","S",22672,0,34.078796,-118.3102547
"5322 Lexington Avenue","Los Angeles","CA","90029","$2,450",NA,"11","Apartment","1100","(714) 306-6043","2","2",2,2,180,1,983,NA,NA,NA,1,5,0,0,0,0,64,29,0,6,328,57,64,47,439,94,208,51,34.092869,-118.305188,9,87427,3.14,12.3,39.9,2.29,63,3.3,4500,0.5,0.2,0.95,0.2,0.012,65,70,59,34,28,6,11,"https://www.trulia.com/c/ca/los-angeles/2450-completely-renovated-2br-2ba-2parking-hardwood-hollywood-5322-lexington-ave-los-angeles-ca-90029--1049353984",NA,2450,NA,1100,6,37,191120,2005,60371911202005,"Block 2005","G5040","U",51445,"U","S",22029,0,34.0924408,-118.3057066
"3789 South Budlong Avenue","Los Angeles","CA","90007","$2,000",NA,"20","Apartment","730","(310) 345-2337","2","2",1,1,72,NA,453,NA,NA,NA,1,5,1,5,1,5,55,18,4,7,171,24,17,22,97,31,56,22,34.017552,-118.295887,9,62955,3.14,12.6,38.1,1.59,54,3.1,2800,0.63,0.091,0.63,0.17,0,82,92,71,24,45,7,7,"https://www.trulia.com/c/ca/los-angeles/freshly-remodeled-2-bedrooms-unit-3789-s-budlong-ave-los-angeles-ca-90007--2115467515",NA,2000,NA,730,6,37,231210,1000,60372312101000,"Block 1000","G5040","U",51445,"U","S",37911,0,34.0177432,-118.2980063
"753 Lillian Way","Los Angeles","CA","90038","$3,095 - $4,900",NA,"10","Apartment","850-1,803","(877) 250-5858","0","0",1,1,180,1,983,NA,NA,NA,0,0,1,3,1,6,69,20,0,5,283,24,111,60,495,188,271,114,34.084998,-118.327754,9,43619,3.14,12.2,39.9,1.75,61,3.1,2100,0.52,0.14,0.58,0.14,0,53,59,47,24,20,5,10,"https://www.trulia.com/c/ca/los-angeles/753-lillian-way-753-lillian-way-los-angeles-ca-90038--2077344028",4900,3095,1803,850,6,37,191820,3005,60371918203005,"Block 3005","G5040","U",51445,"U","S",19977,0,34.0843871,-118.3282474
"361 East Imperial Highway","Los Angeles","CA","90061","$1,600",NA,"8","Multi-Family","650","(626) 589-4573","2","2",1,1,71,NA,236,NA,NA,NA,0,0,0,0,0,0,86,14,0,0,56,8,5,5,29,8,16,8,33.931117,-118.267505,9,44514,3.14,12.5,37,2.48,54,3.8,5500,0.62,0.12,0.37,0.21,0.41,84,99,68,15,44,10,7,"https://www.trulia.com/c/ca/los-angeles/2-bed-1-600-361-e-imperial-hwy-los-angeles-ca-90061--2115668660",NA,1600,NA,650,6,37,240900,3004,60372409003004,"Block 3004","G5040","U",51445,"U","S",18894,0,33.9314206,-118.2662761
"7371 Fountain Avenue","Los Angeles","CA","90046","$2,595",NA,"13","Apartment",NA,"(323) 465-7368","2","2",2,2,180,1,983,NA,NA,NA,1,8,1,3,1,6,88,6,0,4,341,27,164,77,822,202,517,229,34.094396,-118.351414,9,51177,3.14,12.1,40.4,1.94,64,3.5,2700,0.48,0.11,0.61,0.11,0.0021,33,30,35,13,6,2,13,"https://www.trulia.com/c/ca/los-angeles/2-bed-2-0-bath-2-595-7371-fountain-ave-los-angeles-ca-90046--1049350453",NA,2595,NA,NA,6,37,189902,1002,60371899021002,"Block 1002","G5040","U",51445,"U","S",40589,0,34.0961931,-118.3511887
"11645 Gorham Avenue","Los Angeles","CA","90049","$2,498 - $3,048",NA,"19","Apartment","750-1,200","(310) 312-1223","1","1",1,1,35,2,572,NA,NA,NA,1,5,1,8,1,6,94,2,0,3,178,13,23,38,226,39,213,168,34.055093,-118.464879,9,36038,3.14,11.6,40.6,1.57,60,3.3,2200,0.23,0.054,1.3,0.075,0,30,33,27,5,4,4,13,"https://www.trulia.com/c/ca/los-angeles/11645-gorham-avenue-11645-gorham-ave-los-angeles-ca-90049--1004155711",3048,2498,1200,750,6,37,264103,1002,60372641031002,"Block 1002","G5040","U",51445,"U","S",44990,0,34.0554615,-118.4653667
"416 South Grand View Street","Los Angeles","CA","90057","$1,295",NA,"10","Apartment","400","(323) 972-0635",NA,NA,1,1,224,NA,889,NA,NA,NA,0,0,0,0,1,5,44,50,0,2,376,50,72,79,374,67,224,75,34.062389,-118.275718,9,122637,3.14,12.5,38.7,2.09,70,3.7,3200,0.48,0.17,1.1,0.19,0.0077,82,94,69,43,43,6,9,"https://www.trulia.com/c/ca/los-angeles/416-s-grand-view-street-416-s-grand-view-st-los-angeles-ca-90057--1002166474",NA,1295,NA,400,6,37,208801,2000,60372088012000,"Block 2000","G5040","U",51445,"U","S",28013,0,34.0617348,-118.2767572
"1828 Parnell Avenue","Los Angeles","CA","90025","$3,795",NA,"11","Apartment","876-1,750","(310) 906-0657","2","2",2,2,35,2,572,NA,NA,NA,1,8,2,3,1,6,86,7,2,2,305,9,43,55,501,67,302,124,34.052132,-118.429431,9,42616,3.14,11.9,40.3,1.72,62,3.6,2700,0.35,0.059,0.31,0.085,0,27,31,22,9,4,4,18,"https://www.trulia.com/c/ca/los-angeles/1836-parnell-avenue-1828-parnell-ave-los-angeles-ca-90025--2077269182",NA,3795,1750,876,6,37,267100,1002,60372671001002,"Block 1002","G5040","U",51445,"U","S",15130,0,34.0521834,-118.4301331
"1266 North Ardmore Avenue","Los Angeles","CA","90029","",NA,"24","Apartment","400-850","(818) 483-4085","0","0",1,1,180,1,983,NA,NA,NA,1,3,0,0,0,0,64,29,0,6,346,56,71,50,456,81,233,60,34.094556,-118.301227,9,86836,3.14,12.3,39.9,2.27,63,3.3,4500,0.51,0.21,0.99,0.21,0.046,63,69,58,33,28,6,11,"https://www.trulia.com/c/ca/los-angeles/1266-n-ardmore-avenue-apartments-1266-n-ardmore-ave-los-angeles-ca-90029--2115558025",NA,NA,850,400,6,37,191120,1000,60371911201000,"Block 1000","G5040","U",51445,"U","S",33037,0,34.0930183,-118.300858
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.795205,-76.029226,3,313,3.14,10.1,38.2,0.469,30,1.1,57,0.27,0.067,0.46,0.092,6.6e-06,31,23,39,7,20,8,14,"https://www.trulia.com/c/ca/los-angeles/901-irolo-street-901-irolo-st-los-angeles-ca-90006--1002152983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6424 Yucca Street #306","Los Angeles","CA","90028","$1,395",NA,"24","Multi-Family",NA,"(818) 921-0987",NA,NA,1,1,180,1,983,NA,NA,NA,1,2,1,3,1,7,66,16,0,8,370,24,242,79,426,259,265,122,34.1039,-118.33038,9,48496,3.14,12.1,40.5,2.14,64,3.4,3700,0.45,0.14,1.1,0.14,0.0068,44,44,44,16,12,3,10,"https://www.trulia.com/c/ca/los-angeles/6424-yucca-st-306-los-angeles-ca-90028--2345942667",NA,1395,NA,NA,6,37,190201,1002,60371902011002,"Block 1002","G5040","U",51445,"U","S",35426,0,34.1027531,-118.3302998
"1537 Corinth Avenue","Los Angeles","CA","90025","$1,700",NA,"0","Apartment",NA,"(310) 733-6995",NA,NA,1,1,35,2,572,NA,NA,NA,1,7,1,5,1,6,86,7,2,2,404,21,47,71,442,91,412,257,34.04686,-118.450254,9,48791,3.14,11.7,40.4,1.82,64,3.7,3600,0.19,0.054,0.99,0.083,0,38,45,31,9,7,4,11,"https://www.trulia.com/c/ca/los-angeles/westside-guesthouse-1537-corinth-ave-los-angeles-ca-90025--1004976914",NA,1700,NA,NA,6,37,267300,2000,60372673002000,"Block 2000","G5040","U",51445,"U","S",22330,0,34.0467618,-118.4507995
