Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Latitude,Longitude,EPA_Region,Population,Input_area(sq. miles),Particulate_Matter,Ozone,NATA*_Diesel_PM,NATA*_Air_Toxics_Cancer_Risk,NATA*_Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index%,Minority_Population%,Low_Income_Population%,Linguistically_Isolated_Population%,Population_with_Less_Than_High_School_Education%,Population_under_Age_5%,Population_over_Age_64%,URL
408 E Springfield Ave,Champaign,IL,"""61820""","$1,880 - $2,592",NA,74,Apartment,NA,(217) 615-5183,3,4,2,2,2,0,1,1,0,5,10,5,6,4,2,4,40.112702,-88.232562,5,35299,3.14,10.3,39,2.32,46,2.2,280,0.27,0.047,2,1.6,0.99,62,42,81,10,7,1,2,https://trulia.com/c/il//champaign/408-e-springfield-408-e-springfield-ave-champaign-il-61820--1049742612
207 E Green St,Champaign,IL,"""61820""","$1,756 - $1,916",NA,180+,Apartment,NA,(217) 615-0542,4,4,2,2,4,1,2,2,0,1,10,5,6,4,2,4,40.110236,-88.235931,5,33795,3.14,10.3,39,2.37,46,2.2,300,0.29,0.047,2,1.5,0.95,60,39,80,10,6,1,2,https://trulia.com/c/il//champaign/207-e-green-street-207-e-green-st-champaign-il-61820--1015009950
402 W Clark St,Champaign,IL,"""61820""",$500 - $780,NA,180+,Apartment,NA,(217) 352-1129,Studio,3,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.115351,-88.248690,5,26069,3.14,10.3,39.1,2.55,46,2.3,410,0.44,0.047,2.1,0.85,0.78,52,33,68,6,5,2,5,https://trulia.com/c/il//champaign/clark-street-house-402-w-clark-st-champaign-il-61820--1001555987
407 W White St,Champaign,IL,"""61820""",$700 - $725,NA,180+,Apartment,NA,(217) 384-8001,2,2,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.114372,-88.249393,5,25968,3.14,10.3,39.1,2.54,46,2.3,400,0.45,0.046,2.1,0.85,0.78,51,32,67,6,5,2,5,https://trulia.com/c/il//champaign/407-w-white-407-w-white-st-champaign-il-61820--1019080875
1003 S Mattis Ave #1011,Champaign,IL,"""61821""",$725 - $855,NA,180+,Apartment,NA,(217) 352-1129,2,3,1,1.5,4,1,3,1,0,1,10,4,6,4,2,5,40.105404,-88.276646,5,14724,3.14,10.3,39.2,1.28,36,1.5,220,0.44,0.043,1.5,0.21,0.041,33,35,31,4,4,8,14,https://trulia.com/c/il//champaign/colonial-village-1003-s-mattis-ave-1011-champaign-il-61821--2174755465
204 E Clark St,Champaign,IL,"""61820""",$650 - $880,NA,180+,Apartment,NA,(217) 298-0523,2,2,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.115396,-88.236504,5,33421,3.14,10.3,39,2.43,46,2.2,330,0.31,0.047,2.1,1.5,0.93,61,42,79,9,7,1,3,https://trulia.com/c/il//champaign/204-e-clark-204-e-clark-st-champaign-il-61820--1002112406
601 S 1st St #204,Champaign,IL,61820,"$3,100",2016,140,Multi-Family Home,"1,330",(217) 356-8750,4,4,4,4,4,1,2,2,0,1,10,4,6,4,2,4,40.111127,-88.238760,5,31420,3.14,10.3,39,2.45,46,2.2,320,0.32,0.047,2,1.4,0.94,59,38,78,9,6,1,2,https://trulia.com/c/il//champaign/601-s-1st-st-204-champaign-il-61820--2171838380
106 E Armory Ave #202,Champaign,IL,61820,"$2,400",2016,139,Multi-Family Home,"1,124",(217) 356-8750,3,3,3,3,4,1,2,2,0,1,10,5,6,4,2,4,40.105403,-88.237935,5,30231,3.14,10.3,39,2.38,46,2.2,270,0.27,0.046,1.8,1.2,0.87,59,36,80,10,5,1,2,https://trulia.com/c/il//champaign/106-e-armory-ave-202-champaign-il-61820--2337849184
706 S Locust St,Champaign,IL,"""61820""",$560 - $740,NA,142,Apartment,NA,(217) 359-6400,1,2,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.109598,-88.240258,5,30136,3.14,10.3,39.1,2.48,47,2.3,310,0.34,0.046,1.9,1.1,0.89,57,36,77,8,6,1,3,https://trulia.com/c/il//champaign/706-s-locust-706-s-locust-st-champaign-il-61820--1004215547
601 S 1st St #509,Champaign,IL,61820,"$1,650",2016,132,Multi-Family Home,750,(217) 356-8750,2,2,2,2,4,1,2,2,0,1,10,4,6,4,2,4,40.111127,-88.238760,5,31420,3.14,10.3,39,2.45,46,2.2,320,0.32,0.047,2,1.4,0.94,59,38,78,9,6,1,2,https://trulia.com/c/il//champaign/601-s-1st-st-509-champaign-il-61820--2338082404
106 E John St,Champaign,IL,"""61820""",$645 - $675,NA,137,Apartment,NA,(217) 352-1335,1,1,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.109043,-88.237971,5,32289,3.14,10.3,39,2.4,46,2.2,300,0.3,0.046,1.9,1.4,0.93,59,38,79,9,6,1,2,https://trulia.com/c/il//champaign/106-e-john-street-106-e-john-st-champaign-il-61820--1004176836
619 S Wright St,Champaign,IL,"""61820""","$1,160 - $2,350",NA,180+,Apartment,NA,(470) 375-0877,1,3,1,2,2,0,1,1,0,5,10,5,6,4,2,4,40.110813,-88.228957,5,37194,3.14,10.3,39,2.18,45,2.1,240,0.26,0.047,1.9,1.6,0.99,62,42,81,11,7,1,2,https://trulia.com/c/il//champaign/campus-centre-619-s-wright-st-champaign-il-61820--2105192420
307 W Clark St #312,Champaign,IL,"""61820""",$540 - $725,NA,180+,Apartment,NA,(217) 352-1129,1,2,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.115297,-88.247754,5,27628,3.14,10.3,39.1,2.6,47,2.3,400,0.42,0.047,2.1,0.88,0.79,53,34,69,7,6,2,4,https://trulia.com/c/il//champaign/clark-street-307-w-clark-st-312-champaign-il-61820--2174884668
606 E Stoughton St,Champaign,IL,"""61820""","$2,680 - $3,480",NA,152,Apartment,NA,(217) 764-8034,4,4,2,3,2,0,1,1,0,5,10,5,6,4,2,4,40.113544,-88.229690,5,36640,3.14,10.3,39,2.28,45,2.2,280,0.26,0.047,2,1.7,1,62,43,81,11,8,1,2,https://trulia.com/c/il//champaign/606-e-stoughton-606-e-stoughton-st-champaign-il-61820--1049742675
108 E John St,Champaign,IL,"""61820""",$645 - $795,NA,137,Apartment,NA,(217) 352-1335,1,1,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.109043,-88.237733,5,32112,3.14,10.3,39,2.41,46,2.2,300,0.3,0.046,1.9,1.4,0.93,59,38,80,9,6,1,2,https://trulia.com/c/il//champaign/108-e-john-street-108-e-john-st-champaign-il-61820--2105189199
303 E Green St,Champaign,IL,"""61820""",$470 - $625,NA,152,Apartment,NA,(313) 992-7916,2,4,1,2,2,0,1,1,0,5,10,5,6,4,2,4,40.110239,-88.234902,5,34611,3.14,10.3,39,2.33,46,2.2,290,0.29,0.047,1.9,1.6,0.97,61,40,81,10,6,1,2,https://trulia.com/c/il//champaign/303-e-green-303-e-green-st-champaign-il-61820--1999999752
207 E Clark St #1,Champaign,IL,61820,$650,NA,126,Multi-Family Home,768,(217) 356-8750,1,1,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.115338,-88.236351,5,33317,3.14,10.3,39,2.42,46,2.2,320,0.31,0.047,2.1,1.5,0.95,61,42,79,9,7,1,3,https://trulia.com/c/il//champaign/207-e-clark-st-1-champaign-il-61820--2284231199
202 W Columbia Ave,Champaign,IL,"""61820""","$875 - $1,295",NA,166,Apartment,NA,(217) 764-8052,1,2,1,1,2,2,2,0,0,3,10,4,6,4,2,4,40.121197,-88.245721,5,20571,3.14,10.3,39.1,2.57,46,2.3,540,0.42,0.048,2.3,0.9,0.83,57,45,69,9,8,3,5,https://trulia.com/c/il//champaign/gregory-schoolhouse-lofts-202-w-columbia-ave-champaign-il-61820--2000015508
608 S State St,Champaign,IL,"""61820""",$765 - $870,NA,180+,Apartment,NA,(470) 375-9140,1,2,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.109508,-88.246746,5,30228,3.14,10.3,39.1,2.48,46,2.3,330,0.39,0.046,1.9,0.91,0.78,52,32,70,7,5,1,4,https://trulia.com/c/il//champaign/the-french-quarter-608-s-state-st-champaign-il-61820--1049742662
10 E Main St #202,Champaign,IL,61820,"$1,365",2011,30,Multi-Family Home,927,(217) 239-4300,2,2,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.117971,-88.243019,5,27518,3.14,10.3,39,2.67,47,2.3,400,0.38,0.047,2.1,0.96,0.85,58,40,74,7,7,2,4,https://trulia.com/c/il//champaign/10-e-main-st-202-champaign-il-61820--2171836111
1009 S 2nd St #304,Champaign,IL,61820,$630,1995,106,Multi-Family Home,NA,(217) 384-0333,4,4,2,2,4,1,2,2,0,1,10,5,6,4,2,4,40.105574,-88.237039,5,32346,3.14,10.3,39,2.28,46,2.2,250,0.26,0.046,1.7,1.3,0.87,59,38,81,10,5,1,2,https://trulia.com/c/il//champaign/1009-s-2nd-st-304-champaign-il-61820--2278585362
212 E John St,Champaign,IL,"""61820""",$700,NA,180+,Apartment,NA,(217) 384-8001,1,1,1,1,1,0,1,1,0,1,10,5,6,4,2,4,40.109077,-88.235601,5,33948,3.14,10.3,39,2.35,46,2.2,290,0.29,0.047,1.9,1.6,0.96,60,39,81,10,6,1,2,https://trulia.com/c/il//champaign/212-e-john-street-212-e-john-st-champaign-il-61820--1049742275
48 E John St,Champaign,IL,"""61820""",$325 - $413,NA,68,Apartment,NA,(872) 244-6747,4,4,2,2,3,1,2,0,0,1,10,5,6,4,2,4,40.109017,-88.239901,5,29805,3.14,10.3,39.1,2.48,47,2.3,310,0.33,0.046,1.9,1.1,0.89,57,36,77,8,6,1,3,https://trulia.com/c/il//champaign/4-bed-2-0-bath-935-sqft-325-48-e-john-st-champaign-il-61820--1011817226
105 S Wright St,Champaign,IL,"""61820""","$1,020 - $1,460",NA,100,Apartment,NA,(205) 209-4742,2,2,1,2,1,0,1,1,0,1,10,4,6,4,2,4,40.115745,-88.228979,5,35774,3.14,10.3,39,2.32,46,2.2,270,0.25,0.047,2.1,1.7,1,63,44,82,11,9,0,2,https://trulia.com/c/il//champaign/105-s-wright-105-s-wright-st-champaign-il-61820--1011640259
601 S 1st St #302,Champaign,IL,61820,"$2,400",2016,139,Multi-Family Home,"1,020",(217) 356-8750,3,3,3,3,3,1,2,0,0,1,10,4,6,4,2,4,40.111127,-88.238760,5,31420,3.14,10.3,39,2.45,46,2.2,320,0.32,0.047,2,1.4,0.94,59,38,78,9,6,1,2,https://trulia.com/c/il//champaign/601-s-1st-st-302-champaign-il-61820--2337857129
508 E Clark St,Champaign,IL,"""61820""","$895 - $1,910",NA,180+,Apartment,NA,(989) 461-2119,1,4,1,2,1,0,1,1,0,1,10,4,6,4,2,4,40.115434,-88.231122,5,36392,3.14,10.3,39,2.31,45,2.2,290,0.26,0.047,2.1,1.6,0.98,63,44,81,11,8,1,2,https://trulia.com/c/il//champaign/508-e-clark-508-e-clark-st-champaign-il-61820--1049741866
301 E Clark St,Champaign,IL,"""61820""","$770 - $1,080",NA,114,Apartment,NA,(901) 586-1979,1,2,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.115350,-88.235172,5,34406,3.14,10.3,39,2.39,46,2.2,320,0.3,0.047,2.1,1.5,0.94,62,43,79,9,8,1,3,https://trulia.com/c/il//champaign/301-e-clark-301-e-clark-st-champaign-il-61820--1049741858
107 E Healey St,Champaign,IL,"""61820""",$499 - $770,NA,159,Apartment,NA,(216) 600-1670,Studio,1,1,1,3,1,2,0,0,1,10,4,6,4,2,4,40.111419,-88.237750,5,31920,3.14,10.3,39,2.44,46,2.2,320,0.31,0.047,2,1.4,0.93,59,39,79,9,6,1,2,https://trulia.com/c/il//champaign/107-e-healey-107-e-healey-st-champaign-il-61820--1049742128
509 E Green St,Champaign,IL,"""61820""","$795 - $1,550",NA,127,Apartment,NA,(608) 960-8722,1,2,1,2,1,0,1,1,0,1,10,5,6,4,2,4,40.110281,-88.230852,5,37153,3.14,10.3,39,2.18,45,2.1,250,0.26,0.047,1.9,1.6,0.97,62,42,82,11,7,1,2,https://trulia.com/c/il//champaign/skyline-west-509-e-green-st-champaign-il-61820--1049742066
57 E John St,Champaign,IL,"""61820""",$589 - $920,NA,94,Apartment,NA,(256) 617-5935,Studio,2,1,1,3,1,2,0,0,1,10,5,6,4,2,4,40.108970,-88.239370,5,29821,3.14,10.3,39.1,2.48,47,2.3,310,0.32,0.046,1.9,1.2,0.9,57,36,77,8,6,1,3,https://trulia.com/c/il//champaign/57-e-john-57-e-john-st-champaign-il-61820--1049742269
621623 East Grn,Champaign,IL,"""61820""","$2,995",NA,180+,Apartment,NA,(662) 995-4312,4,4,3,3,3,1,2,0,0,1,10,4,6,4,2,4,40.110260,-88.236173,5,33929,3.14,10.3,39,2.36,46,2.2,300,0.29,0.047,2,1.5,0.95,60,39,80,10,6,1,2,https://trulia.com/c/il//champaign/4-bed-3-0-bath-1500-sqft-2-995-621623-east-grn-champaign-il-61820--2285263294
507 S 4th St,Champaign,IL,"""61820""","$440 - $1,220",NA,103,Apartment,NA,(828) 408-0771,2,4,1,2,1,0,1,1,0,1,10,5,6,4,2,4,40.111839,-88.233589,5,34670,3.14,10.3,39,2.34,46,2.2,280,0.28,0.047,2,1.6,0.98,61,41,81,10,7,1,2,https://trulia.com/c/il//champaign/507-s-4th-507-s-4th-st-champaign-il-61820--1049741709
1107 S 2nd St,Champaign,IL,"""61820""","$765 - $2,240",NA,105,Apartment,NA,(217) 615-2369,Studio,4,1,2,3,1,2,0,0,1,10,5,6,4,2,4,40.104746,-88.237628,5,31117,3.14,10.3,39,2.31,46,2.2,250,0.26,0.046,1.7,1.2,0.85,59,37,81,10,5,1,2,https://trulia.com/c/il//champaign/round-balconies-1107-s-2nd-st-champaign-il-61820--1041854806
103 E Chalmers St,Champaign,IL,"""61820""","$639 - $2,212",NA,101,Apartment,NA,(217) 686-4503,1,4,1,2,3,1,2,0,0,1,10,5,6,4,2,4,40.106522,-88.238183,5,30122,3.14,10.3,39,2.43,47,2.2,290,0.29,0.046,1.8,1.2,0.89,58,36,80,9,5,1,2,https://trulia.com/c/il//champaign/103-e-chalmers-103-e-chalmers-st-champaign-il-61820--1011624507
106 E Healey St #108,Champaign,IL,"""61820""",$659 - $910,NA,72,Apartment,NA,(217) 615-5004,1,2,1,1,3,1,2,0,0,1,10,4,6,4,2,4,40.111465,-88.237994,5,31940,3.14,10.3,39,2.44,46,2.2,320,0.32,0.047,2,1.4,0.93,59,39,79,9,6,1,2,https://trulia.com/c/il//champaign/106-108-e-healey-106-e-healey-st-108-champaign-il-61820--2174849337
608 E White St,Champaign,IL,"""61820""","$960 - $1,380",NA,114,Apartment,NA,(205) 720-0373,3,3,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.114447,-88.229460,5,36273,3.14,10.3,39,2.3,46,2.2,270,0.25,0.047,2,1.7,1,63,44,81,11,8,1,2,https://trulia.com/c/il//champaign/3-bed-1-0-bath-814-sqft-960-608-e-white-st-champaign-il-61820--1049742794
52 E Green St,Champaign,IL,"""61820""","$1,795",NA,180+,Apartment,NA,(234) 249-3214,3,3,2,2,3,1,2,0,0,1,10,4,6,4,2,4,40.110235,-88.239794,5,30429,3.14,10.3,39,2.48,47,2.3,320,0.34,0.046,1.9,1.2,0.89,57,36,77,8,6,1,3,https://trulia.com/c/il//champaign/3-bed-2-0-bath-1-795-52-e-green-st-champaign-il-61820--1049742058
903 S Locust St #909,Champaign,IL,"""61820""","$1,120 - $1,412",NA,126,Apartment,NA,(217) 253-8826,4,4,2,2,3,1,2,0,0,1,10,5,6,4,2,4,40.107537,-88.240328,5,27892,3.14,10.3,39.1,2.53,47,2.3,320,0.33,0.046,1.8,1,0.87,56,34,77,8,5,1,3,https://trulia.com/c/il//champaign/4-bed-2-0-bath-868-sqft-1-120-903-s-locust-st-909-champaign-il-61820--2174849866
505 S 4th St,Champaign,IL,"""61820""","$895 - $1,315",NA,180+,Apartment,NA,(470) 865-5395,1,2,1,2,1,0,1,1,0,1,10,5,6,4,2,4,40.112199,-88.233588,5,34760,3.14,10.3,39,2.34,46,2.2,280,0.28,0.047,2,1.6,0.98,62,42,81,10,7,1,2,https://trulia.com/c/il//champaign/505-s-4th-505-s-4th-st-champaign-il-61820--1049741707
212 E White St,Champaign,IL,"""61820""",$590 - $800,NA,105,Apartment,NA,(947) 333-4403,1,2,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.114462,-88.235640,5,33568,3.14,10.3,39,2.41,46,2.2,320,0.3,0.047,2.1,1.5,0.95,61,42,79,9,7,1,3,https://trulia.com/c/il//champaign/212-e-white-212-e-white-st-champaign-il-61820--1049742783
608 E Chalmers St,Champaign,IL,"""61820""","$1,996 - $2,352",NA,79,Apartment,NA,(217) 253-8439,4,4,2,2,1,0,1,1,0,1,10,5,6,4,2,4,40.106856,-88.229582,5,36051,3.14,10.3,39,2.18,45,2.1,230,0.25,0.047,1.8,1.6,0.98,61,40,82,11,6,1,2,https://trulia.com/c/il//champaign/4-bed-2-0-bath-920-sqft-1-996-608-e-chalmers-st-champaign-il-61820--1011821231
408 E Green St,Champaign,IL,"""61820""","$845 - $1,860",NA,180+,Apartment,NA,(708) 315-6767,1,3,1,1,1,0,1,1,0,1,10,5,6,4,2,4,40.110350,-88.233352,5,35392,3.14,10.3,39,2.28,46,2.2,270,0.27,0.047,1.9,1.6,0.96,61,41,82,10,7,1,2,https://trulia.com/c/il//champaign/408-e-green-408-e-green-st-champaign-il-61820--2175134621
307 W Columbia Ave,Champaign,IL,"""61820""",$660 - $771,NA,69,Apartment,NA,(217) 615-5134,3,3,1,1,2,1,1,0,0,2,10,4,6,4,2,4,40.121159,-88.247781,5,17224,3.14,10.3,39.1,2.35,44,2.2,540,0.49,0.048,2.4,0.8,0.65,54,44,63,7,7,4,6,https://trulia.com/c/il//champaign/3-bed-1-0-bath-660-307-w-columbia-ave-champaign-il-61820--1049741891
57 E Chalmers St,Champaign,IL,"""61820""","$930 - $2,072",NA,105,Apartment,NA,(217) 615-5177,2,4,1,2,3,1,2,0,0,1,10,5,6,4,2,4,40.106510,-88.239460,5,28122,3.14,10.3,39.1,2.51,47,2.3,300,0.3,0.046,1.8,1.2,0.92,57,35,79,8,5,1,2,https://trulia.com/c/il//champaign/57-e-chalmers-57-e-chalmers-st-champaign-il-61820--1011818947
301 E Chalmers St,Champaign,IL,"""61820""","$1,220 - $1,550",NA,152,Apartment,NA,(217) 615-5277,2,2,1,1,1,0,1,1,0,1,10,5,6,4,2,4,40.106551,-88.235113,5,34940,3.14,10.3,39,2.23,45,2.1,250,0.26,0.046,1.8,1.5,0.92,60,39,81,11,5,1,2,https://trulia.com/c/il//champaign/2-bed-1-0-bath-574-sqft-1-220-301-e-chalmers-st-champaign-il-61820--1049741821
506 S 4th St,Champaign,IL,"""61820""","$1,560 - $1,941",NA,139,Apartment,NA,(217) 615-5169,3,4,2,2,1,0,1,1,0,1,10,5,6,4,2,4,40.112109,-88.233514,5,34761,3.14,10.3,39,2.34,46,2.2,280,0.28,0.047,2,1.6,0.98,62,41,81,10,7,1,2,https://trulia.com/c/il//champaign/506-s-4th-506-s-4th-st-champaign-il-61820--1049741708
911 S Locust St,Champaign,IL,"""61820""",$720 - $740,NA,180+,Apartment,NA,(708) 261-0204,1,1,1,1,3,1,2,0,0,1,10,5,6,4,2,4,40.106853,-88.240329,5,27462,3.14,10.3,39.1,2.54,47,2.3,320,0.32,0.046,1.8,1,0.88,56,34,77,8,5,1,3,https://trulia.com/c/il//champaign/1-bed-1-0-bath-720-911-s-locust-st-champaign-il-61820--1049742409
405 E Stoughton St,Champaign,IL,"""61820""","$990 - $1,512",NA,101,Apartment,NA,(313) 466-8426,3,4,1,2,1,0,1,1,0,1,10,4,6,4,2,4,40.113471,-88.232791,5,35398,3.14,10.3,39,2.33,46,2.2,280,0.28,0.047,2,1.6,0.98,62,42,81,10,8,1,2,https://trulia.com/c/il//champaign/405-e-stoughton-405-e-stoughton-st-champaign-il-61820--1049742671
805 S 4th St,Champaign,IL,"""61820""","$585 - $1,395",NA,180+,Apartment,NA,(217) 615-5270,Studio,2,1,1,1,0,1,1,0,1,10,5,6,4,2,4,40.108482,-88.233549,5,36170,3.14,10.3,39,2.21,45,2.1,250,0.27,0.046,1.8,1.6,0.94,61,40,81,11,6,1,2,https://trulia.com/c/il//champaign/805-s-4th-street-805-s-4th-st-champaign-il-61820--1049741712
713 S 6th St,Champaign,IL,"""61820""",$655 - $715,NA,180+,Apartment,NA,(765) 273-5364,Studio,1,1,1,1,0,1,1,0,1,10,5,6,4,2,4,40.109363,-88.230446,5,36909,3.14,10.3,39,2.18,45,2.1,240,0.26,0.047,1.8,1.6,0.98,61,42,82,11,6,1,2,https://trulia.com/c/il//champaign/713-s-6th-street-713-s-6th-st-champaign-il-61820--1049741721
111 E Springfield Ave,Champaign,IL,"""61820""","$939 - $1,140",NA,99,Apartment,NA,(217) 686-4294,3,3,1,1,3,1,2,0,0,1,10,4,6,4,2,4,40.112544,-88.238351,5,32593,3.14,10.3,39,2.43,46,2.2,320,0.32,0.047,2,1.4,0.92,59,40,78,8,6,1,3,https://trulia.com/c/il//champaign/3-bed-1-0-bath-1050-sqft-939-111-e-springfield-ave-champaign-il-61820--2175108806
403 E Green St,Champaign,IL,"""61820""",$855 - $895,NA,180+,Apartment,NA,(502) 912-8166,1,1,1,1,1,0,1,1,0,1,10,5,6,4,2,4,40.110256,-88.233070,5,35707,3.14,10.3,39,2.26,46,2.2,270,0.28,0.047,1.9,1.6,0.97,61,41,81,10,7,1,2,https://trulia.com/c/il//champaign/1-bed-1-0-bath-855-403-e-green-st-champaign-il-61820--1049742063
404 E Clark St,Champaign,IL,"""61820""","$840 - $1,059",NA,124,Apartment,NA,(217) 615-5076,2,3,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.115414,-88.233044,5,34211,3.14,10.3,39,2.38,46,2.2,310,0.28,0.047,2.1,1.6,0.99,62,44,80,9,8,1,3,https://trulia.com/c/il//champaign/404-e-clark-404-e-clark-st-champaign-il-61820--1049741863
55 E Healey St,Champaign,IL,"""61820""",$895,NA,180+,Apartment,NA,(724) 987-5379,2,2,1,1,3,1,2,0,0,1,10,4,6,4,2,4,40.111391,-88.239550,5,31545,3.14,10.3,39,2.46,46,2.3,330,0.34,0.046,2,1.2,0.87,58,37,77,8,6,1,3,https://trulia.com/c/il//champaign/2-bed-1-0-bath-895-55-e-healey-st-champaign-il-61820--1049742123
806 S 3rd St,Champaign,IL,"""61820""",$499 - $705,NA,76,Apartment,NA,(217) 615-5189,4,4,2,2,1,0,1,1,0,1,10,5,6,4,2,4,40.108462,-88.235335,5,34736,3.14,10.3,39,2.28,46,2.2,280,0.29,0.046,1.9,1.5,0.95,60,39,81,10,6,1,2,https://trulia.com/c/il//champaign/4-bed-2-0-bath-963-sqft-499-806-s-3rd-st-champaign-il-61820--1013095543
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.471900,-77.514100,3,2234,3.14,8.31,37,0.574,40,1.5,0,0.039,0.052,0.11,0.035,0,16,26,6,1,4,5,8,"https://trulia.com/c/il/534,0"
